AccountID,TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,amount_to_balance_ratio,avg_txn_amount_account,txn_amount_account,mean,std,amount_zscore,diff_btwn_txn_times,avg_time_btwn_txns,amount_to_user_avg,unique_merchant_user,TransactionHour,TransactionDayOfTheWeek,is_night,unique_devices_per_account,unique_ips_per_account,unique_accounts_per_devices,merchant_avg_amount,merchant_amount_deviation,avg_loginAttempts,loginAttemps_excess,TransactionAmount_log
AC00039,139.57,Debit,Fort Worth,D000222,13.30.106.126,M030,ATM,19,Student,263,3,271.78,0.5135403635293252,302.96571428571434,7,302.96571428571434,294.0599527793124,-0.5556544260494403,352,446.0,0.46067919047888484,7,17,4,0,7,7,2,317.32115384615383,-177.75115384615384,1.7142857142857142,1.2857142857142858,4.945705585343674
AC00051,312.47,Debit,Milwaukee,D000658,207.157.126.125,M033,ATM,49,Engineer,148,4,9419.27,0.033173483720075975,237.3,4,237.3,59.260182809932914,1.268473980937507,551,535.5,1.31677201854193,4,17,1,0,4,4,4,324.457037037037,-11.987037037036998,1.75,2.25,5.747703661714129
AC00471,346.11,Debit,Dallas,D000362,130.92.201.49,M007,Branch,41,Engineer,213,1,9551.64,0.03623566214807091,294.90833333333336,6,294.90833333333336,178.5466293623788,0.28676915856388185,669,518.5,1.1736189211336856,6,17,2,0,6,6,6,323.22620689655173,22.883793103448284,1.0,0.0,5.8496417325939065
AC00039,138.06,Debit,Charlotte,D000188,113.21.93.28,M099,Branch,44,Engineer,159,1,1070.47,0.1289713864003662,302.96571428571434,7,302.96571428571434,294.0599527793124,-0.5607894333352954,467,446.0,0.45569512816160235,7,17,1,0,7,7,2,259.5232,-121.46319999999997,1.7142857142857142,-0.7142857142857142,4.934905494670872
AC00274,158.02,Debit,New York,D000032,60.153.124.80,M026,ATM,49,Engineer,120,1,9374.24,0.016856833193944258,266.072,5,266.072,312.4881254863935,-0.34577953908429343,410,440.2,0.5938993956523047,5,17,2,0,5,5,7,308.1144444444444,-150.0944444444444,1.0,0.0,5.069029980473338
AC00095,830.01,Credit,Chicago,D000559,5.252.94.135,M071,Online,66,Retired,96,1,4253.18,0.19515045213228688,397.73375,8,397.73375,503.0761065098117,0.8592661118394204,471,510.375,2.086848299899116,8,16,4,0,8,8,3,313.5111111111112,516.4988888888888,1.0,0.0,6.722641828477388
AC00211,435.5,Debit,Oklahoma City,D000461,10.191.172.154,M008,ATM,55,Retired,112,1,6981.03,0.062383344578092345,497.39,4,497.39,295.69155156457657,-0.2093059462555653,538,566.25,0.8755704778946098,4,18,0,0,4,4,4,222.6319047619048,212.8680952380952,1.25,-0.25,6.0787883752796565
AC00184,110.49,Debit,Raleigh,D000449,187.52.200.18,M068,Online,57,Doctor,48,1,10483.93,0.010538986811243493,255.4025,4,255.4025,196.83162167615922,-0.7362257078713701,369,428.5,0.43261127044566905,3,17,1,0,4,4,5,302.5021875,-192.01218749999998,1.0,0.0,4.71393490077948
AC00436,329.4,Debit,Denver,D000692,104.155.121.252,M017,Online,34,Doctor,68,1,9588.07,0.034355193485237384,206.974,5,206.974,114.07133614541384,1.0732406942611414,314,376.2,1.5915042469102398,5,16,0,0,5,5,2,272.02086956521737,57.37913043478261,1.0,0.0,5.800304041646823
AC00107,635.4,Debit,Denver,D000002,215.97.143.157,M018,ATM,47,Doctor,106,1,1238.11,0.513201573365856,596.064,5,596.064,727.7003299985511,0.05405521803195875,411,514.0,1.065992913512643,5,16,1,0,5,4,5,374.7344444444444,260.66555555555556,1.0,0.0,6.455827296463632
AC00203,769.97,Debit,San Diego,D000393,24.129.74.189,M058,Branch,22,Student,23,1,1244.93,0.6184845734298314,456.87999999999994,6,456.87999999999994,360.79558866482836,0.8677766852932735,626,463.6666666666667,1.6852784100857996,6,18,3,0,6,5,3,348.9725925925926,420.9974074074074,1.0,0.0,6.64764946230046
AC00398,175.07,Debit,Colorado Springs,D000379,147.125.143.41,M091,Branch,26,Student,169,1,1040.25,0.1682960826724345,408.5971428571429,7,408.5971428571429,353.3688792519929,-0.6608593924611313,426,434.0,0.42846604059884336,6,17,0,0,7,7,4,287.6629032258064,-112.59290322580642,1.0,0.0,5.170881643238353
AC00312,7.31,Debit,Las Vegas,D000060,160.160.113.117,M028,Branch,78,Retired,282,1,5757.67,0.001269610797423263,489.73,4,489.73,709.1478788893987,-0.6802812422643374,496,526.5,0.014926592203867436,4,16,0,0,4,4,2,312.6157575757576,-305.3057575757576,1.0,0.0,2.1174596088673567
AC00225,175.15,Debit,Detroit,D000367,16.51.235.240,M090,ATM,27,Student,32,1,1712.65,0.10226841444545003,266.02727272727276,11,266.02727272727276,194.6182164182433,-0.46695152385927435,360,468.3636363636364,0.6583911423982503,11,17,3,0,11,10,1,175.5325,-0.3824999999999932,1.1818181818181819,-0.18181818181818188,5.171335904787247
AC00150,32.54,Debit,Oklahoma City,D000008,4.101.189.38,M022,Online,25,Student,183,4,1544.88,0.02106312464398529,290.08,7,290.08,344.2913847794239,-0.7480291735008047,488,591.1428571428571,0.11217595146166576,7,16,1,0,6,7,6,207.22117647058826,-174.68117647058827,1.4285714285714286,2.571428571428571,3.5127387563950627
AC00413,121.82,Debit,Dallas,D000542,40.198.240.246,M032,Online,60,Doctor,119,1,13293.83,0.009163649602860875,360.2775,4,360.2775,350.9879990707185,-0.6793893256502898,422,435.0,0.3381282483641082,4,18,4,0,4,4,2,388.02500000000003,-266.20500000000004,1.25,-0.25,4.810719868901253
AC00479,56.12,Debit,El Paso,D000431,11.167.243.171,M049,ATM,30,Doctor,102,1,8839.67,0.006348653286830843,342.44,4,342.44,391.4392094140119,-0.7314545735687125,417,495.25,0.16388272398084336,4,18,2,0,4,4,5,270.90208333333334,-214.78208333333333,1.0,0.0,4.0451543180313285
AC00078,424.7,Credit,Miami,D000066,56.116.189.0,M032,Online,56,Retired,178,1,6239.89,0.06806209724850919,489.52,6,489.52,401.00232263666504,-0.1616449490212336,643,501.6666666666667,0.8675845726425887,6,17,0,0,6,6,4,388.02500000000003,36.674999999999955,1.0,0.0,6.053734872834107
AC00242,35.16,Debit,Chicago,D000075,195.237.152.198,M029,Branch,32,Engineer,130,1,8459.18,0.004156431238015977,145.5211111111111,9,145.5211111111111,141.20693267722768,-0.7815558982743129,375,506.22222222222223,0.24161442784170298,9,17,2,0,9,9,4,271.2928,-236.1328,1.0,0.0,3.5879535355239756
AC00149,35.73,Debit,Miami,D000693,205.69.66.135,M028,Branch,65,Doctor,87,1,9073.17,0.003937984188547111,369.68333333333334,6,369.68333333333334,387.8058009708812,-0.8611354768218348,510,551.1666666666666,0.09665028628105134,6,16,0,0,6,6,4,312.6157575757576,-276.88575757575757,1.5,-0.5,3.6035938598315758
AC00084,3.44,Debit,Fort Worth,D000389,45.64.74.86,M004,ATM,78,Retired,108,1,7561.33,0.00045494641815659417,251.015,2,251.015,350.123922704519,-0.7071067811865476,654,515.5,0.013704360297193395,2,17,3,0,2,2,4,265.2683870967742,-261.8283870967742,1.0,0.0,1.4906543764441333
AC00466,1342.25,Credit,Fort Worth,D000643,28.149.72.129,M032,Branch,21,Student,235,1,694.03,1.9339942077431813,658.9925000000001,4,658.9925000000001,573.0377536355408,1.1923429052714043,555,464.5,2.036821359878906,4,18,4,0,4,4,5,388.02500000000003,954.2249999999999,1.0,0.0,7.202847329608931
AC00359,139.03,Credit,Los Angeles,D000359,147.125.143.41,M076,Online,50,Engineer,81,1,2276.57,0.06106994294047624,346.53833333333336,6,346.53833333333336,304.8600422106293,-0.6806675346123742,431,483.0,0.4011965968170909,6,18,2,0,6,6,5,331.9038095238095,-192.8738095238095,1.0,0.0,4.941856685367686
AC00023,254.92,Credit,San Antonio,D000088,198.24.183.157,M064,ATM,28,Engineer,169,1,2791.12,0.09133251167989911,208.62333333333333,6,208.62333333333333,124.46264092757579,0.3719723952636234,412,506.3333333333333,1.221915094188889,6,16,0,0,6,6,5,323.90931034482753,-68.98931034482754,1.5,-0.5,5.544864895641263
AC00366,115.11,Debit,Albuquerque,D000632,190.164.160.79,M011,Online,28,Engineer,139,1,9808.97,0.011735177087910352,380.47375,8,380.47375,346.5033843964793,-0.7658330681594816,548,489.125,0.3025438680066628,8,17,4,0,8,8,3,184.53192307692308,-69.42192307692308,1.0,0.0,4.7545380176389145
AC00170,171.11,Debit,San Francisco,D000172,55.154.161.250,M084,ATM,57,Retired,171,1,6324.09,0.02705685719210195,247.32571428571433,7,247.32571428571433,420.1260819030855,-0.18141152755970938,538,507.0,0.6918407190055912,6,16,0,0,7,7,6,242.87814814814814,-71.76814814814813,1.5714285714285714,-0.5714285714285714,5.14813380728189
AC00130,168.54,Debit,Oklahoma City,D000467,119.105.89.125,M064,ATM,70,Doctor,142,2,13406.0,0.012571982694315977,318.09222222222223,9,318.09222222222223,180.36710396977728,-0.8291546458897602,640,538.8888888888889,0.5298463408585211,9,16,3,0,9,9,2,323.90931034482753,-155.36931034482754,1.1111111111111112,0.8888888888888888,5.13308888718026
AC00183,420.76,Debit,Miami,D000329,76.0.164.168,M054,Branch,51,Retired,76,1,6581.55,0.06393022920132795,272.6616666666667,6,272.6616666666667,229.19653159824796,0.6461630649495632,619,516.5,1.5431578818682492,6,16,3,0,6,6,2,349.35592592592593,71.40407407407406,1.0,0.0,6.044436431874088
AC00219,408.46,Debit,Raleigh,D000669,201.95.180.152,M058,Branch,64,Retired,28,1,3140.79,0.13005008294091613,142.899,10,142.899,122.7504161975293,2.163422399909917,613,476.9,2.8583824939292786,9,16,2,0,10,10,6,348.9725925925926,59.487407407407375,1.0,0.0,6.014839218424433
AC00354,1162.42,Credit,Detroit,D000153,62.152.134.92,M009,Online,30,Doctor,45,1,10357.26,0.11223238578542974,417.54400000000004,5,417.54400000000004,443.3795200840924,1.6799964054693484,438,543.2,2.78394612304332,5,16,2,0,5,5,4,350.868,811.5520000000001,1.6,-0.6000000000000001,7.059119222320818
AC00290,342.17,Credit,New York,D000532,91.204.200.167,M033,Branch,21,Student,247,1,461.83,0.7409003312907347,472.71500000000003,4,472.71500000000003,640.5710569223891,-0.20379472127136197,325,441.0,0.7238399458447479,4,16,3,0,4,4,4,324.457037037037,17.71296296296299,1.0,0.0,5.8382259512056915
AC00425,580.71,Debit,Philadelphia,D000203,115.30.82.168,M046,ATM,53,Engineer,95,1,5670.0,0.10241798941798942,355.30571428571426,7,355.30571428571426,189.08308754417487,1.192091205204301,410,487.85714285714283,1.6343953295753357,6,16,2,0,7,7,9,297.62807692307695,283.0819230769231,1.0,0.0,6.365972041760872
AC00370,821.54,Credit,Atlanta,D000142,19.111.192.175,M044,Branch,79,Retired,36,1,4040.32,0.203335379375891,344.40999999999997,7,344.40999999999997,256.5685683529193,1.859658815820691,439,477.7142857142857,2.385354664498708,7,18,1,0,7,7,9,291.1075,530.4324999999999,1.0,0.0,6.712397113675864
AC00454,253.47,Debit,Atlanta,D000388,81.248.235.147,M077,Branch,20,Student,238,1,220.51,1.1494716792889212,494.1825,4,494.1825,470.74533500078365,-0.5113433572307186,508,396.75,0.5129076808668862,4,17,2,0,4,4,5,315.785,-62.315000000000026,2.0,-1.0,5.539182950849863
AC00403,22.81,Debit,New York,D000065,81.102.230.41,M083,Online,62,Retired,75,1,3634.76,0.006275517503218919,122.57124999999999,8,122.57124999999999,126.41802475884747,-0.7891378637682608,524,456.625,0.18609584221422235,7,17,0,0,8,8,2,256.1554545454546,-233.34545454545457,1.0,0.0,3.170105660498771
AC00358,266.57,Credit,Boston,D000058,140.94.123.72,M026,Online,39,Engineer,96,1,7180.48,0.03712425910245555,450.05375,8,450.05375,563.8533185384172,-0.32541042850579344,489,467.125,0.5923070299936397,8,17,0,0,8,8,6,308.1144444444444,-41.54444444444442,2.0,-1.0,5.589381214346226
AC00296,374.61,Credit,Mesa,D000056,34.125.226.63,M079,Online,75,Retired,37,1,1389.71,0.2695598362248239,389.09749999999997,4,389.09749999999997,249.13282098444324,-0.058151711776685606,432,396.25,0.9627664017373538,4,18,1,0,4,4,4,161.17923076923077,213.43076923076924,1.0,0.0,5.928551371047852
AC00393,339.35,Credit,Boston,D000099,197.23.128.119,M084,ATM,78,Retired,70,1,5002.7,0.0678333699802107,209.20624999999998,8,209.20624999999998,138.79748391477213,0.9376520836639527,639,507.25,1.6220834702596125,8,16,4,0,8,7,5,242.87814814814814,96.47185185185188,1.375,-0.375,5.829974499893961
AC00223,810.36,Debit,Columbus,D000393,139.23.212.102,M081,ATM,20,Student,67,1,9239.12,0.08770965200148931,411.2,2,411.2,564.4974855568446,0.7071067811865476,656,505.0,1.9707198443579768,2,16,1,0,2,2,3,441.5117391304348,368.8482608695652,1.0,0.0,6.698711852046709
AC00487,9.83,Debit,Memphis,D000054,210.98.198.143,M004,ATM,24,Student,86,1,666.42,0.014750457669337656,120.13,4,120.13,113.37213914067834,-0.9729021683460849,468,425.0,0.08182801964538416,4,17,0,0,4,4,4,265.2683870967742,-255.43838709677416,1.0,0.0,2.382320061012899
AC00215,135.57,Credit,Boston,D000225,147.119.62.178,M073,Branch,51,Doctor,116,1,11351.64,0.01194276774104887,192.374,5,192.374,232.09395011503418,-0.24474571599925754,508,494.2,0.7047210121949952,5,17,2,0,5,5,5,333.0779166666667,-197.5079166666667,1.0,0.0,4.9168373036903334
AC00275,340.05,Debit,Detroit,D000196,163.58.140.206,M038,ATM,43,Engineer,37,1,7234.15,0.04700621358418059,217.7555555555556,9,217.7555555555556,163.08092386228924,0.7499003657087066,373,459.3333333333333,1.5616134299418307,8,17,4,0,9,9,4,336.8874193548387,3.162580645161313,1.0,0.0,5.8320290941007285
AC00482,283.45,Debit,Colorado Springs,D000399,128.16.32.183,M039,Branch,27,Engineer,127,1,2049.51,0.1383013500787993,265.6716666666667,6,265.6716666666667,258.02317705327687,0.06890207901619017,383,446.3333333333333,1.0669184394271123,5,17,1,0,6,6,4,248.334,35.115999999999985,1.0,0.0,5.650557491196657
AC00357,100.99,Debit,New York,D000466,109.105.179.186,M078,ATM,68,Doctor,114,1,8865.27,0.01139164402212228,306.72499999999997,6,306.72499999999997,273.8709857396362,-0.7512113758395284,524,524.8333333333334,0.32925258782296846,6,16,0,0,6,6,4,302.108,-201.118,1.0,0.0,4.624874769262426
AC00026,90.88,Debit,Albuquerque,D000449,196.244.194.198,M071,Branch,18,Student,176,1,3908.47,0.023252065386199713,158.685,6,158.685,119.17656292241355,-0.5689457586064341,622,527.6666666666666,0.5727069351230425,5,16,0,0,6,6,5,313.5111111111112,-222.63111111111118,1.0,0.0,4.520483377820898
AC00416,655.15,Debit,Seattle,D000626,11.167.243.171,M083,ATM,26,Engineer,264,1,5587.44,0.1172540555245336,508.776,5,508.776,527.823964101669,0.2773159423504415,671,516.0,1.2876983191031022,5,16,0,0,5,5,7,256.1554545454546,398.9945454545454,1.0,0.0,6.486389421342295
AC00058,320.55,Debit,Milwaukee,D000549,199.6.127.153,M041,Online,50,Engineer,118,1,438.75,0.7305982905982906,245.6542857142857,7,245.6542857142857,176.49511323330765,0.4243500735723499,552,450.85714285714283,1.3048825876086023,7,17,0,0,7,7,5,258.3655,62.184500000000014,1.0,0.0,5.773153052580872
AC00170,41.51,Debit,Phoenix,D000688,16.51.235.240,M084,Online,28,Student,48,1,609.6,0.06809383202099736,247.32571428571433,7,247.32571428571433,420.1260819030855,-0.48989035232807043,396,507.0,0.1678353588096668,6,16,2,0,7,7,3,242.87814814814814,-201.36814814814815,1.5714285714285714,-0.5714285714285714,3.749739342370699
AC00262,71.53,Credit,Jacksonville,D000420,11.188.75.155,M030,Branch,68,Retired,39,1,2393.73,0.029882234002999504,470.47200000000004,5,470.47200000000004,380.45959479292935,-1.0485791538970912,370,527.0,0.15203880358448535,5,16,0,0,5,5,4,317.32115384615383,-245.79115384615383,1.4,-0.3999999999999999,4.284000269375321
AC00032,467.13,Credit,Kansas City,D000025,162.151.179.167,M096,Branch,54,Retired,45,1,3914.84,0.11932288420471845,376.0733333333333,9,376.0733333333333,299.5105850383255,0.30401819239548755,402,470.44444444444446,1.2421247629008527,9,17,3,0,9,9,2,292.4764285714286,174.6535714285714,1.4444444444444444,-0.4444444444444444,6.14874603512232
AC00131,235.4,Debit,Detroit,D000141,73.108.76.238,M038,Branch,28,Student,70,1,818.36,0.2876484676670414,314.38,9,314.38,252.6757667941269,-0.3125744941910107,404,480.44444444444446,0.7487753673897831,9,17,1,0,9,9,5,336.8874193548387,-101.48741935483869,1.0,0.0,5.465525285531943
AC00176,159.32,Debit,Seattle,D000446,37.227.215.145,M033,Branch,18,Student,100,1,304.44,0.5233215083431875,294.71,8,294.71,305.95987155180984,-0.4425090104571889,657,470.375,0.5405992331444471,8,18,0,0,8,8,3,324.457037037037,-165.13703703703703,1.0,0.0,5.0771718178965
AC00139,50.83,Credit,Philadelphia,D000421,190.164.160.79,M076,Online,30,Doctor,48,1,9553.42,0.005320607698604269,177.72,8,177.72,179.3701959635435,-0.7074196430369628,321,477.125,0.2860117038037362,7,16,0,0,8,8,4,331.9038095238095,-281.07380952380953,1.5,-0.5,3.947969132201615
AC00056,56.89,Credit,Houston,D000120,31.127.129.152,M062,Branch,59,Engineer,56,1,3034.67,0.01874668415346644,83.11,6,83.11,59.64780398304703,-0.43958030722224395,639,528.8333333333334,0.6845144988569366,5,18,4,0,6,6,2,240.8886206896552,-183.99862068965518,1.0,0.0,4.058544658090914
AC00276,20.22,Debit,Jacksonville,D000123,170.225.23.251,M003,ATM,43,Engineer,138,1,5515.32,0.0036661517373425294,294.22799999999995,5,294.22799999999995,260.51762237898606,-1.0517829753619847,604,533.4,0.06872221542477264,5,18,4,0,5,5,3,214.01692307692306,-193.79692307692306,1.0,0.0,3.054944133185837
AC00447,50.4,Debit,San Antonio,D000565,44.197.126.59,M079,Branch,36,Doctor,84,1,1677.01,0.0300534880531422,158.275,4,158.275,75.82823594589726,-1.4226230988278272,587,485.5,0.3184331069341336,4,17,0,0,4,4,3,161.17923076923077,-110.77923076923076,1.0,0.0,3.9396381724611196
AC00143,73.88,Debit,Los Angeles,D000405,134.140.85.231,M009,Branch,53,Retired,131,1,4055.55,0.0182170112561798,275.756,5,275.756,150.14777997026795,-1.3445153837104695,545,509.6,0.26791801447656627,5,17,0,0,5,5,4,350.868,-276.988,1.0,0.0,4.315886832169337
AC00139,119.61,Debit,San Diego,D000102,99.205.173.118,M017,ATM,33,Doctor,53,1,9899.94,0.012081891405402456,177.72,8,177.72,179.3701959635435,-0.3239668646613437,600,477.125,0.6730249831195139,7,16,1,0,8,8,5,272.02086956521737,-152.41086956521735,1.5,-0.5,4.792562199595151
AC00208,1241.05,Debit,Miami,D000105,156.96.135.18,M089,Branch,18,Student,129,1,756.74,1.6399952427518036,617.7099999999999,4,617.7099999999999,447.4228783451586,1.3931786463523943,348,387.75,2.009114309303719,4,16,1,0,4,4,5,323.84318181818185,917.2068181818181,1.0,0.0,7.12451851933206
AC00426,116.58,Debit,Raleigh,D000646,20.147.6.179,M038,Branch,43,Engineer,247,1,2620.74,0.0444836191304746,249.02666666666664,6,249.02666666666664,220.02999001651267,-0.6019482464946114,430,500.8333333333333,0.46814263532687267,5,16,3,0,6,6,4,336.8874193548387,-220.30741935483871,1.6666666666666667,-0.6666666666666667,4.7671189529741085
AC00423,1919.11,Debit,Portland,D000191,207.157.126.125,M033,ATM,30,Doctor,161,1,11090.24,0.1730449476296275,506.3566666666666,6,506.3566666666666,711.8578000040924,1.9846004824632273,495,496.0,3.7900360088738507,6,17,1,0,6,6,5,324.457037037037,1594.6529629629629,1.0,0.0,7.560137755047389
AC00381,391.96,Debit,Nashville,D000452,121.67.144.20,M032,ATM,64,Retired,79,1,2174.16,0.18028112006476066,296.90000000000003,3,296.90000000000003,240.51773905473166,0.3952307234119156,503,435.3333333333333,1.3201751431458402,3,16,0,0,3,3,4,388.02500000000003,3.9349999999999454,1.0,0.0,5.973707825518723
AC00458,156.26,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,0.01989534128671649,220.70857142857145,7,220.70857142857145,217.66353135275642,-0.29609264826326315,671,489.7142857142857,0.7079924399337199,6,17,0,0,7,7,3,256.05111111111114,-99.79111111111115,1.0,0.0,5.05790048656337
AC00014,427.0,Credit,Oklahoma City,D000629,183.39.94.209,M065,Branch,49,Engineer,163,1,8253.65,0.05173468707783829,348.25333333333333,9,348.25333333333333,265.04227511851764,0.2971098351440498,461,462.6666666666667,1.226118917263295,8,17,0,0,9,9,2,240.50181818181818,186.49818181818182,1.0,0.0,6.059123195581797
AC00071,443.68,Debit,Tucson,D000400,16.94.155.46,M012,ATM,18,Student,137,1,874.15,0.5075559114568439,506.265,8,506.265,509.07092489301385,-0.12293964738440487,558,501.25,0.8763789714872646,8,18,1,0,8,8,3,409.3409523809524,34.33904761904762,2.0,-1.0,6.097354922365414
AC00054,101.76,Debit,Philadelphia,D000374,78.69.172.205,M071,Branch,31,Doctor,26,1,6043.25,0.016838621602614488,194.64111111111112,9,194.64111111111112,222.9712356697857,-0.41656095608971505,622,463.1111111111111,0.5228083595449174,9,17,0,0,9,9,4,313.5111111111112,-211.7511111111112,1.2222222222222223,-0.22222222222222232,4.632396172241683
AC00182,67.57,Debit,Charlotte,D000498,165.35.58.173,M093,Branch,37,Engineer,107,1,2766.12,0.024427718247942966,444.20124999999996,8,444.20124999999996,263.8652513493257,-1.4273620648191592,444,523.625,0.15211573582919904,8,16,3,0,8,8,5,369.5830434782609,-302.0130434782609,1.125,-0.125,4.227855121296273
AC00257,326.29,Debit,Denver,D000184,6.44.165.160,M025,Online,56,Engineer,179,1,8171.26,0.0399314181656195,310.0018181818182,11,310.0018181818182,296.35830181785633,0.05496111199946293,333,532.3636363636364,1.052542213828658,11,17,2,0,11,11,5,269.83612903225804,56.45387096774198,1.0,0.0,5.790846628030911
AC00006,158.56,Debit,Sacramento,D000027,218.238.171.184,M087,ATM,33,Doctor,100,1,5401.21,0.029356384958185294,254.43,4,254.43,241.72167727919367,-0.3966131671727071,614,497.0,0.623196950045199,4,17,1,0,4,4,3,227.97639999999998,-69.41639999999998,1.0,0.0,5.0724200270372055
AC00424,56.02,Debit,Memphis,D000455,81.248.235.147,M003,Online,27,Student,142,1,3548.02,0.01578908799837656,242.404,5,242.404,183.446719594546,-1.0160116267652317,503,540.0,0.2311017970000495,5,17,0,0,5,5,3,214.01692307692306,-157.99692307692305,1.0,0.0,4.043402083484526
AC00131,288.28,Debit,Portland,D000127,191.25.177.160,M087,Online,27,Student,36,1,160.83,1.7924516570291609,314.38,9,314.38,252.6757667941269,-0.103294432747346,656,480.44444444444446,0.9169794516190597,9,17,1,0,9,9,3,227.97639999999998,60.30359999999999,1.0,0.0,5.667395077203811
AC00133,245.67,Credit,Portland,D000097,3.77.114.6,M088,Branch,24,Student,107,1,752.25,0.32658025922233297,199.75571428571428,7,199.75571428571428,143.96749504166357,0.3189211960727546,671,520.7142857142857,1.229852176587117,7,18,0,0,7,7,5,300.0543333333334,-54.38433333333339,1.0,0.0,5.508051410952312
AC00393,152.18,Credit,Los Angeles,D000637,40.244.94.218,M093,Online,39,Engineer,176,4,2459.84,0.06186581241056329,209.20624999999998,8,209.20624999999998,138.79748391477213,-0.4108593930637579,454,507.25,0.7274161264302573,8,16,0,0,8,7,4,369.5830434782609,-217.40304347826088,1.375,2.625,5.031613700481447
AC00361,114.35,Credit,El Paso,D000264,193.221.15.59,M025,Branch,41,Engineer,21,1,469.12,0.24375426330150066,120.475,2,120.475,8.662058069535208,-0.7071067811865475,342,434.5,0.9491595766756589,2,16,0,0,2,2,7,269.83612903225804,-155.48612903225805,1.0,0.0,4.747970984619762
AC00092,373.27,Credit,Miami,D000090,35.67.21.23,M053,Online,61,Doctor,79,1,8441.61,0.04421786839240381,289.7,8,289.7,282.60396150291814,0.2957141844564591,474,466.375,1.288470831895064,8,18,1,0,8,8,2,305.6141666666667,67.6558333333333,1.0,0.0,5.9249774620856215
AC00049,504.63,Debit,Portland,D000129,77.21.150.75,M068,Online,60,Engineer,168,1,3806.16,0.1325824452991992,556.885,2,556.885,73.89972970180608,-0.7071067811865475,356,351.0,0.9061655458487838,2,17,0,0,2,2,8,302.5021875,202.1278125,1.0,0.0,6.225805176515408
AC00023,126.22,Debit,Atlanta,D000094,9.230.41.239,M081,ATM,46,Engineer,77,4,6133.41,0.020579090587454614,208.62333333333333,6,208.62333333333333,124.46264092757579,-0.6620728334157994,549,506.3333333333333,0.6050138207615,6,16,3,0,6,6,2,441.5117391304348,-315.29173913043485,1.5,2.5,4.845917871250658
AC00323,820.15,Debit,Kansas City,D000281,13.188.62.74,M093,Branch,47,Doctor,181,1,8802.97,0.09316741963223776,320.0,4,320.0,345.54525096818605,1.4474225838689017,321,419.0,2.56296875,4,16,0,0,4,4,7,369.5830434782609,450.5669565217391,1.0,0.0,6.71070579678357
AC00372,986.81,Credit,Houston,D000093,145.76.10.8,M039,Online,68,Doctor,127,1,14881.77,0.06630998866398284,680.61,3,680.61,407.13972245409803,0.7520759658486079,583,527.3333333333334,1.4498905393690953,3,16,4,0,3,3,2,248.334,738.4759999999999,1.0,0.0,6.895490371562065
AC00497,8.37,Debit,Colorado Springs,D000425,143.212.47.226,M011,ATM,63,Retired,135,1,1106.34,0.007565486197733066,197.86833333333334,6,197.86833333333334,107.79549386067428,-1.7579429950778833,661,509.1666666666667,0.04230085663025075,6,16,3,0,6,6,1,184.53192307692308,-176.16192307692307,1.0,0.0,2.2375130962503307
AC00130,197.49,Credit,Fresno,D000649,167.67.137.223,M007,Online,53,Retired,30,1,5005.33,0.03945593996799412,318.09222222222223,9,318.09222222222223,180.36710396977728,-0.6686486591392553,489,538.8888888888889,0.6208576827824216,9,16,0,0,9,9,8,323.22620689655173,-125.73620689655172,1.1111111111111112,-0.11111111111111116,5.2907387210244865
AC00034,637.97,Debit,New York,D000646,104.165.213.58,M066,Branch,58,Retired,90,1,7949.03,0.0802575911777915,251.97500000000002,4,251.97500000000002,263.4591011270377,1.4651040649147156,377,452.5,2.5318781625161226,4,17,0,0,4,4,4,351.43382352941177,286.53617647058826,1.0,0.0,6.459857504918618
AC00286,13.52,Debit,Seattle,D000584,167.67.137.223,M001,ATM,26,Student,65,1,259.77,0.05204604072833661,90.67333333333333,6,90.67333333333333,99.18299726599649,-0.7778887053233294,538,483.6666666666667,0.14910668333210794,4,16,0,0,6,6,3,260.0025,-246.4825,1.0,0.0,2.67552700939665
AC00232,432.1,Debit,San Francisco,D000264,182.84.41.229,M048,ATM,49,Engineer,240,1,2114.3,0.2043702407416166,262.11199999999997,5,262.11199999999997,296.3042660340887,0.5736940688543565,594,427.6,1.6485319252838484,5,16,0,0,5,5,7,421.338076923077,10.76192307692304,1.0,0.0,6.070968648220581
AC00182,375.17,Debit,Fort Worth,D000226,112.196.12.19,M053,ATM,51,Engineer,66,2,5495.3,0.06827106800356668,444.20124999999996,8,444.20124999999996,263.8652513493257,-0.2616155391700702,514,523.625,0.8445946516359422,8,17,3,0,8,8,3,305.6141666666667,69.55583333333334,1.125,0.875,5.930041168870556
AC00136,642.68,Debit,Fresno,D000269,56.116.189.0,M034,Branch,50,Doctor,94,1,8461.46,0.0759537952079192,485.06625,8,485.06625,335.44262809170726,0.4698679797992449,625,508.875,1.324932419025236,8,16,4,0,8,7,6,360.0852380952381,282.59476190476187,1.0,0.0,6.467201708201478
AC00101,78.44,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,0.011416362482607658,99.96666666666665,3,99.96666666666665,58.85083205302483,-0.3657835567604388,348,485.3333333333333,0.7846615538512839,3,17,1,0,3,3,4,324.457037037037,-246.01703703703703,1.0,0.0,4.375002019736917
