AccountID,TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,amount_to_balance_ratio,avg_txn_amount_account,txn_amount_account,mean,std,amount_zscore,diff_btwn_txn_times,avg_time_btwn_txns,amount_to_user_avg,unique_merchant_user,TransactionHour,TransactionDayOfTheWeek,is_night,unique_devices_per_account,unique_ips_per_account,unique_accounts_per_devices,merchant_avg_amount,merchant_amount_deviation,avg_loginAttempts,loginAttemps_excess,TransactionAmount_log,AnomalyFlag,AnomalyScore
AC00233,16.8,Debit,San Diego,D000426,86.220.59.252,M021,ATM,49,Doctor,94,1,11847.07,0.0014180721477968,135.78666666666666,6,135.78666666666666,174.64460125256284,-0.6813074427339081,342,487.5,0.1237234878240377,6,17,0,0,6,6,3,233.2088,-216.4088,1.0,0.0,2.87919845729804,0,-0.07351492741102483
AC00406,183.71,Debit,Denver,D000488,86.103.2.29,M074,ATM,38,Engineer,102,1,552.52,0.3324947513212191,183.71,1,183.71,,0.0,503,503.0,1.0,1,18,0,0,1,1,3,330.61925925925925,-146.90925925925924,1.0,0.0,5.218787027591229,0,-0.06780625372082688
AC00010,11.18,Debit,Atlanta,D000129,16.51.235.240,M017,Online,43,Doctor,161,1,5956.89,0.0018768182726221,395.5242857142857,7,395.5242857142857,433.6667895538056,-0.8862663569643707,339,501.0,0.0282662794771496,7,16,3,0,7,7,8,272.02086956521737,-260.84086956521736,1.0,0.0,2.4997952622817508,0,-0.049205236497596394
AC00297,587.23,Debit,Omaha,D000010,50.202.8.53,M007,Online,27,Student,144,1,500.84,1.172490216436387,273.373,10,273.373,267.98990084827204,1.171152341959694,461,541.8,2.1480907039100425,9,17,0,0,10,10,3,323.22620689655173,264.0037931034483,1.0,0.0,6.377118027879466,0,-0.059525327496114055
AC00299,23.71,Debit,Atlanta,D000284,2.61.10.58,M005,Branch,58,Doctor,164,1,10788.89,0.0021976310816033,120.7325,4,120.7325,94.92260404315368,-1.022122190789158,412,464.25,0.1963845691922224,3,16,0,0,4,4,4,346.8728125,-323.16281250000003,1.0,0.0,3.207208020000518,0,-0.07060557170687337
AC00116,408.62,Credit,Fort Worth,D000684,58.1.27.124,M021,Online,48,Engineer,159,1,2498.48,0.1635474368415997,196.705,6,196.705,172.36425647447908,1.2294602392310785,531,465.0,2.07732391144099,6,17,0,0,6,6,4,233.2088,175.4112,1.0,0.0,6.015229900658244,0,-0.061203497959578634
AC00145,97.63,Credit,Milwaukee,D000236,101.90.40.193,M023,Online,48,Doctor,127,1,12467.31,0.0078308793155861,280.55600000000004,5,280.55600000000004,165.32228004718542,-1.10648123137299,538,534.4,0.3479875675444474,5,16,0,0,5,5,5,260.2877777777778,-162.65777777777782,1.6,-0.6000000000000001,4.591375474965902,0,-0.04386816088058021
AC00020,589.64,Debit,Charlotte,D000443,187.52.200.18,M050,Online,62,Retired,210,1,2039.4,0.2891242522310483,420.89,9,420.89,271.8111800956686,0.6208353899961198,409,486.22222222222223,1.400936111573095,9,16,3,0,9,9,7,353.62791666666664,236.01208333333332,1.0,0.0,6.38120669475091,0,-0.05395123704477994
AC00278,121.17,Debit,Phoenix,D000573,155.19.119.0,M053,ATM,68,Doctor,158,1,12990.77,0.0093273916788612,279.3433333333333,3,279.3433333333333,152.38000207813798,-1.0380189734623089,314,388.0,0.4337672875672709,3,17,0,0,3,3,8,305.6141666666667,-184.44416666666663,1.0,0.0,4.805413517415968,0,-0.05744283471186046
AC00179,360.02,Debit,Dallas,D000072,49.31.186.82,M004,Online,68,Retired,68,1,6400.59,0.0562479396430641,636.6216666666667,6,636.6216666666667,659.3779730447982,-0.4194887878789884,633,478.3333333333333,0.5655164108457927,6,16,3,0,6,6,6,265.2683870967742,94.7516129032258,1.0,0.0,5.888933358460315,0,-0.051688836317434095
AC00186,257.6,Credit,Fort Worth,D000576,40.244.94.218,M004,Online,59,Retired,293,1,7950.74,0.0323994999207621,228.415,2,228.415,41.27382281785879,0.7071067811865474,321,373.5,1.1277718188385175,2,16,0,0,2,2,2,265.2683870967742,-7.668387096774154,1.0,0.0,5.555282466337757,0,-0.009597735838562715
AC00095,52.2,Debit,Atlanta,D000142,133.63.96.21,M022,Online,39,Engineer,120,1,8974.93,0.0058162013519882,397.73375,8,397.73375,503.0761065098117,-0.6868419023062088,516,510.375,0.1312435768903192,8,18,1,0,8,8,9,207.22117647058823,-155.02117647058827,1.0,0.0,3.974058396347599,0,-0.058598272530136164
AC00479,432.08,Debit,El Paso,D000073,40.192.99.27,M044,ATM,40,Doctor,145,1,11500.62,0.0375701483919997,342.44,4,342.44,391.4392094140119,0.2290010756311098,461,495.25,1.2617684849900712,4,16,0,0,4,4,7,291.1075,140.97249999999997,1.0,0.0,6.0709224684426975,0,-0.08146718532525732
AC00487,107.1,Credit,Philadelphia,D000453,163.129.70.210,M052,Online,25,Student,175,1,193.8,0.5526315789473684,120.13,4,120.13,113.37213914067834,-0.1149312352996327,506,425.0,0.8915341713144094,4,16,4,0,4,4,7,295.00925925925924,-187.90925925925924,1.0,0.0,4.683056724645162,0,-0.04236778201717356
AC00209,428.61,Debit,Fresno,D000273,6.204.110.7,M049,Branch,51,Retired,131,1,2116.36,0.2025222551928783,275.566,5,275.566,105.02283432663585,1.4572449980164466,391,432.8,1.555380562188369,5,16,0,0,5,5,5,270.90208333333334,157.70791666666668,1.0,0.0,6.062877820391151,0,-0.07929165987574277
AC00488,307.89,Credit,Nashville,D000260,136.250.159.93,M032,Online,62,Retired,90,1,2637.55,0.1167333320695342,271.6925,4,271.6925,343.80569729378635,0.1052847590511822,482,468.0,1.1332296622100353,4,16,0,0,4,4,2,388.025,-80.13500000000005,1.0,0.0,5.732985226464296,0,-0.05620422438692285
AC00085,75.15,Debit,Boston,D000014,135.29.211.116,M094,ATM,23,Student,154,1,1092.92,0.0687607510156278,282.61833333333334,6,282.61833333333334,254.08378117594728,-0.8165351301571909,412,506.0,0.26590631652818,5,17,0,0,6,6,5,249.28,-174.12999999999997,1.0,0.0,4.332705079341171,0,-0.09238174875464633
AC00321,59.51,Credit,Dallas,D000263,86.220.59.252,M086,Online,36,Doctor,55,1,9955.88,0.0059773721659963,229.36,2,229.36,240.20417356907015,-0.7071067811865476,579,611.0,0.2594611091733519,2,16,1,0,2,2,3,393.59476190476187,-334.0847619047619,1.0,0.0,4.10280864063423,0,-0.022877499687733338
AC00280,388.1,Credit,Los Angeles,D000653,101.90.40.193,M019,Online,73,Retired,40,1,3022.12,0.1284197847868383,347.662,5,347.662,238.5593165650841,0.1695092045963658,440,433.6,1.1163141211866698,5,18,0,0,5,5,3,210.08133333333336,178.01866666666666,1.0,0.0,5.963836379990508,0,-0.05205132950288238
AC00499,461.52,Credit,Denver,D000670,59.127.135.25,M068,Branch,24,Student,44,1,1995.18,0.2313174751150272,331.61285714285714,7,331.61285714285714,273.0858108552625,0.4757008152503192,538,525.2857142857143,1.391743384066618,7,16,0,0,7,7,8,302.5021875,159.0178125,1.0,0.0,6.136689799260761,0,-0.05892125912960783
AC00370,280.92,Debit,Phoenix,D000320,120.170.93.69,M048,Online,41,Doctor,168,1,5298.85,0.0530152768997046,344.41,7,344.41,256.5685683529193,-0.247458215195975,307,477.7142857142857,0.8156557591242997,7,18,0,0,7,7,6,421.338076923077,-140.41807692307697,1.0,0.0,5.641623342747815,0,-0.0776340328703668
AC00042,221.49,Credit,Oklahoma City,D000203,76.0.164.168,M052,Branch,23,Student,196,1,707.25,0.3131707317073171,210.808,5,210.808,89.46389282833606,0.119400125148776,417,555.8,1.0506717012637092,5,18,2,0,5,5,9,295.00925925925924,-73.51925925925923,1.0,0.0,5.4048821567760665,0,-0.03388867484822383
AC00405,512.95,Debit,Columbus,D000335,6.234.101.35,M066,Branch,57,Engineer,143,1,9584.52,0.0535185903936764,427.675,6,427.675,309.2498545674678,0.2757479065568838,384,524.3333333333334,1.1993920617291167,6,17,0,0,6,6,4,351.43382352941177,161.51617647058828,1.0,0.0,6.242125984458931,0,-0.0756989553337521
AC00310,832.3,Credit,Austin,D000153,73.156.208.26,M061,Branch,69,Retired,86,1,6617.52,0.1257721926038757,439.9771428571429,7,439.9771428571429,290.34133123585684,1.3512470149286333,480,516.1428571428571,1.891689178658632,7,16,2,0,7,7,4,186.14,646.16,1.4285714285714286,-0.4285714285714286,6.725393721388161,0,-0.018105860180664735
AC00417,51.07,Debit,Dallas,D000114,162.198.218.92,M017,Branch,63,Retired,133,1,4292.16,0.0118984380824573,154.33599999999998,5,154.33599999999998,164.30117339812278,-0.6285165094334004,650,552.8,0.3309014099108439,5,18,0,0,5,5,2,272.02086956521737,-220.95086956521737,1.8,-0.8,3.952588967174808,0,-0.036576353853811916
AC00332,233.71,Debit,Louisville,D000476,35.67.21.23,M073,Branch,63,Doctor,11,1,6095.5,0.0383413993929948,294.95125,8,294.95125,175.34360939411835,-0.3492642258911676,397,484.25,0.79236823034315,8,17,1,0,8,8,4,333.0779166666667,-99.36791666666667,1.125,-0.125,5.458350709533451,0,-0.0804634058791775
AC00065,186.6,Debit,Tucson,D000554,184.185.209.72,M086,Branch,18,Student,139,1,9716.68,0.0192040902859824,220.034,5,220.034,100.31101998285132,-0.33330335994705,375,420.8,0.8480507557922865,5,16,2,0,5,5,3,393.59476190476187,-206.99476190476187,1.0,0.0,5.234312036572124,0,-0.08550430424773997
AC00174,213.55,Debit,Boston,D000680,161.25.82.11,M077,ATM,63,Doctor,15,1,5238.37,0.0407664979755152,175.17,4,175.17,138.24611603947503,0.2776208193005649,584,461.0,1.219101444311241,4,16,3,0,4,4,3,315.785,-102.235,2.0,-1.0,5.368542811437534,0,-0.04760566999127519
AC00271,346.76,Credit,San Jose,D000299,39.129.125.110,M055,Branch,21,Student,116,1,1637.75,0.2117295069455045,142.30599999999998,5,142.30599999999998,134.60441812956955,1.518924882563614,310,446.2,2.436720869113038,5,16,4,0,5,5,4,305.23,41.52999999999997,1.0,0.0,5.851512586680537,0,-0.04739352617553272
AC00203,429.15,Debit,Las Vegas,D000193,41.0.10.107,M054,Branch,26,Student,218,1,712.13,0.6026287335177566,456.88,6,456.88,360.7955886648284,-0.0768579241853218,605,463.6666666666667,0.9393057257923306,6,16,3,0,6,5,6,349.355925925926,79.79407407407405,1.0,0.0,6.0641339850673575,0,-0.06715305872727573
AC00171,22.61,Debit,Seattle,D000255,76.136.92.235,M099,Online,19,Student,145,1,1111.67,0.0203387695988917,177.98600000000002,5,177.98600000000002,231.07038458011013,-0.672418493968155,318,405.8,0.1270324632274448,4,17,3,0,5,5,6,259.5232,-236.9132,1.0,0.0,3.1616703510974213,0,-0.07323304211478154
AC00458,156.26,Credit,Virginia Beach,D000134,51.196.87.214,M059,Branch,46,Engineer,160,1,7854.1,0.0198953412867164,220.70857142857145,7,220.70857142857145,217.6635313527564,-0.2960926482632631,671,489.7142857142857,0.7079924399337199,6,17,0,0,7,7,3,256.05111111111114,-99.79111111111116,1.0,0.0,5.05790048656337,0,-0.06657320935665989
AC00075,223.43,Debit,Dallas,D000095,198.73.211.114,M091,Branch,77,Retired,178,1,7932.41,0.0281667236060667,218.374,5,218.374,248.7958364402427,0.0203218834862389,634,460.6,1.0231529394524987,5,17,2,0,5,5,5,287.6629032258064,-64.23290322580641,1.0,0.0,5.413563854552423,0,-0.06651790489292014
AC00186,199.23,Debit,Tucson,D000183,24.148.92.177,M052,ATM,29,Engineer,54,1,9834.0,0.0202593044539353,228.415,2,228.415,41.27382281785879,-0.707106781186548,426,373.5,0.8722281811614823,2,16,0,0,2,2,6,295.00925925925924,-95.77925925925923,1.0,0.0,5.299466705804558,0,-0.05754189925729142
AC00187,333.97,Debit,Fresno,D000305,98.39.212.221,M011,Branch,52,Doctor,45,1,5237.36,0.0637668596392075,190.636,5,190.636,139.55403104174383,1.0270860607181278,592,548.2,1.751872678822468,5,16,2,0,5,5,3,184.53192307692308,149.43807692307695,1.8,-0.8,5.814040975576219,0,-0.06097074789715623
AC00333,1.93,Debit,Chicago,D000297,162.58.247.55,M030,Branch,47,Doctor,175,5,5684.09,0.0003395442366324,178.84666666666666,3,178.84666666666666,213.15812964401175,-0.8299785092040788,381,445.6666666666667,0.0107913669064748,3,18,3,0,3,3,4,317.32115384615383,-315.3911538461538,2.333333333333333,2.6666666666666665,1.075002423028976,1,0.019676533894762982
AC00014,174.25,Debit,Seattle,D000375,130.92.201.49,M032,Online,50,Doctor,67,1,10528.34,0.0165505673259032,348.25333333333333,9,348.25333333333333,265.04227511851764,-0.6565116197237785,475,462.6666666666667,0.5003541483211456,8,18,0,0,9,9,2,388.025,-213.77500000000003,1.0,0.0,5.166213525914699,0,-0.058007489158639625
AC00368,368.53,Debit,Raleigh,D000469,31.127.129.152,M099,Branch,68,Doctor,34,1,13696.31,0.0269072472804718,286.0,4,286.0,167.7504064575304,0.4919809241767423,580,558.75,1.2885664335664335,4,16,0,0,4,4,7,259.5232,109.0068,1.0,0.0,5.912231927890838,0,-0.05930491802723725
AC00320,100.68,Debit,Memphis,D000484,60.153.124.80,M022,Online,63,Retired,139,1,1123.75,0.0895928809788654,335.65200000000004,5,335.65200000000004,409.0788390640611,-0.574392947182496,661,572.0,0.2999535232919809,5,16,3,0,5,5,7,207.22117647058823,-106.54117647058824,1.0,0.0,4.621830626881199,0,-0.07018921995336336
AC00043,320.14,Debit,Milwaukee,D000141,83.182.211.68,M021,Online,60,Retired,96,1,3075.97,0.10407773807937,503.6875,4,503.6875,220.2331384957011,-0.8334236221384222,642,481.75,0.6355925052736071,4,16,1,0,4,4,5,233.2088,86.93119999999999,1.25,-0.25,5.771877165121539,0,-0.06303898675070685
AC00456,53.79,Credit,Philadelphia,D000199,101.223.82.253,M072,ATM,54,Engineer,137,3,6229.36,0.0086349159464214,280.9636363636364,11,280.9636363636364,308.0160382925775,-0.7375383360649853,334,528.9090909090909,0.1914482624733061,11,16,1,0,11,11,4,314.232,-260.44199999999995,1.4545454545454546,1.5454545454545454,4.003507695550324,1,0.0201401847011492
AC00151,305.18,Debit,Chicago,D000699,93.146.251.20,M065,Online,58,Retired,216,1,4474.2,0.0682088418041214,289.2075,4,289.2075,88.86982629104212,0.1797291686797189,517,553.75,1.0552285124002665,4,17,0,0,4,4,2,240.50181818181815,64.67818181818183,1.0,0.0,5.724173164303935,0,-0.07721573296755496
AC00329,539.35,Debit,Milwaukee,D000051,216.32.4.105,M002,ATM,55,Retired,127,1,3919.44,0.1376089441348764,220.51333333333332,9,220.51333333333332,205.49035281491928,1.5515894653888498,531,489.77777777777777,2.445883846781752,9,17,0,0,9,9,5,290.4270967741936,248.9229032258065,1.0,0.0,6.292217077749175,0,-0.06938792077237477
AC00222,918.95,Debit,Seattle,D000563,106.244.1.47,M026,Online,68,Doctor,139,1,7006.46,0.1311575317635439,411.4975,4,411.4975,378.7517296220133,1.339802462437406,552,442.5,2.233184891767265,4,16,0,0,4,4,4,308.1144444444444,610.8355555555556,1.0,0.0,6.824319320740102,0,-0.04299710359688508
AC00427,43.46,Debit,Boston,D000263,21.190.11.223,M020,ATM,25,Student,80,1,578.06,0.0751825070061931,266.39444444444445,9,266.39444444444445,307.1054410585683,-0.7259215065549048,471,422.8888888888889,0.1631415403224124,8,17,4,0,9,9,3,363.5063636363636,-320.04636363636365,1.0,0.0,3.7945899085360506,0,-0.06791742040212756
AC00017,215.39,Debit,Detroit,D000409,196.121.240.10,M019,ATM,27,Student,216,1,1582.55,0.1361031247038008,226.69,5,226.69,169.64220922282283,-0.0666107807235498,501,524.6,0.9501521902157132,5,16,2,0,5,5,4,210.08133333333336,5.308666666666625,1.0,0.0,5.377082335183691,0,-0.08788499500147634
AC00175,309.77,Credit,San Antonio,D000384,40.10.25.102,M010,Online,67,Retired,137,1,4378.14,0.0707537904224168,305.22,7,305.22,247.24397255882027,0.0184028753174864,545,467.1428571428572,1.0149072799947578,6,16,0,0,7,7,6,320.08894736842103,-10.31894736842105,1.0,0.0,5.73905308873812,0,-0.07184265898489123
AC00373,442.12,Debit,Los Angeles,D000645,168.36.49.167,M047,Online,19,Student,260,1,1375.8,0.3213548480883849,222.35444444444445,9,222.35444444444445,217.3368003877341,1.0111750755669933,318,506.8888888888889,1.9883569276280613,9,16,3,0,9,8,6,314.3939285714286,127.7260714285714,1.0,0.0,6.093840613724849,0,-0.06262164550127092
AC00354,176.11,Debit,San Jose,D000566,86.220.59.252,M091,Branch,38,Engineer,105,1,9155.35,0.019235747404523,417.544,5,417.544,443.3795200840924,-0.5445312403112554,451,543.2,0.4217759086467534,5,16,3,0,5,5,2,287.6629032258064,-111.5529032258064,1.6,-0.6000000000000001,5.176771008468541,0,-0.053517548300502704
AC00064,606.27,Debit,Louisville,D000326,12.71.148.184,M018,Branch,29,Doctor,42,1,9668.78,0.0627038778418787,352.7625,4,352.7625,278.5210665132292,0.9101914737496488,500,496.0,1.718635058998618,4,17,3,0,4,4,5,374.7344444444444,231.5355555555556,1.0,0.0,6.4089735027042725,0,-0.055698614329816376
AC00170,106.99,Debit,Omaha,D000092,193.190.29.63,M078,Branch,38,Engineer,152,1,5771.4,0.018537963059223,247.32571428571435,7,247.32571428571435,420.1260819030855,-0.3340323782089942,345,507.0,0.4325874497481631,6,17,4,0,7,7,4,302.108,-195.118,1.5714285714285714,-0.5714285714285714,4.682038630244668,0,-0.07053131477677632
AC00417,302.16,Debit,Kansas City,D000123,84.237.126.96,M014,Online,80,Retired,138,5,3876.61,0.077944389556855,154.33599999999998,5,154.33599999999998,164.30117339812278,0.8997135987690335,382,552.8,1.9578063445987977,5,17,2,0,5,5,3,286.90909090909093,15.25090909090909,1.8,3.2,5.714260718943828,0,-0.0061332769179024416
AC00047,750.95,Debit,Chicago,D000551,136.105.231.135,M100,Branch,78,Retired,27,1,5134.37,0.1462594242331581,403.05,4,403.05,269.0688460846654,1.29297763402356,422,467.75,1.8631683413968487,4,18,4,0,4,4,6,267.6541379310345,483.2958620689656,1.0,0.0,6.622669832377622,0,-0.03425254792595844
AC00493,178.39,Debit,Tucson,D000257,65.27.212.129,M080,Online,34,Engineer,98,1,8469.43,0.0210628106023663,118.626,5,118.626,95.96856610369878,0.6227455762486024,446,511.0,1.5038018646839646,5,18,1,0,5,5,2,308.01157894736843,-129.62157894736845,1.0,0.0,5.189562206710999,0,-0.07508712048027466
AC00482,15.95,Debit,Raleigh,D000669,190.92.63.219,M048,Branch,25,Student,52,1,1983.0,0.0080433686333837,265.6716666666667,6,265.6716666666667,258.02317705327687,-0.9678264934126594,600,446.3333333333333,0.0600365112325363,5,17,1,0,6,6,6,421.338076923077,-405.388076923077,1.0,0.0,2.830267833826459,0,-0.07040098354181284
AC00456,3.85,Debit,San Jose,D000058,72.192.101.196,M025,ATM,29,Doctor,32,1,10506.41,0.0003664429619632,280.9636363636364,11,280.9636363636364,308.0160382925775,-0.8996727504832471,566,528.9090909090909,0.0137028408723225,11,16,0,0,11,11,6,269.83612903225804,-265.986129032258,1.4545454545454546,-0.4545454545454546,1.5789787049493915,0,-0.021266047351431172
AC00294,321.82,Credit,Raleigh,D000518,100.137.90.188,M049,Branch,32,Engineer,43,1,6500.5,0.0495069610029997,316.4825,4,316.4825,36.10024780616701,0.1478521706736935,478,499.0,1.0168650715284415,4,16,4,0,4,4,3,270.90208333333334,50.917916666666656,1.0,0.0,5.777094892345134,0,-0.06171536899769109
AC00325,157.97,Debit,Philadelphia,D000635,89.237.88.251,M009,Branch,48,Doctor,140,1,5529.92,0.0285664168740234,331.656,5,331.656,220.9524802531078,-0.7860785260298386,501,500.4,0.4763067756952987,5,16,2,0,5,5,4,350.868,-192.898,1.4,-0.3999999999999999,5.06871550517278,0,-0.08559694983642752
AC00321,399.21,Debit,Portland,D000301,30.229.179.194,M062,ATM,59,Engineer,109,1,3210.39,0.1243493781129395,229.36,2,229.36,240.20417356907015,0.7071067811865476,643,611.0,1.740538890826648,2,16,0,0,2,2,4,240.8886206896552,158.32137931034478,1.0,0.0,5.991989409343697,0,-0.061284695084031615
AC00380,139.53,Credit,Louisville,D000491,167.104.180.235,M002,Online,53,Doctor,177,1,10098.86,0.0138164109612372,196.11166666666668,6,196.11166666666668,202.1430775877984,-0.2799089998127249,391,469.1666666666667,0.7114824037325673,6,17,0,0,6,5,1,290.4270967741936,-150.89709677419356,1.0,0.0,4.9454209891126535,0,-0.05368187544373337
AC00316,552.02,Credit,Chicago,D000061,156.173.170.140,M048,ATM,44,Engineer,100,1,522.08,1.0573475329451425,572.9266666666666,6,572.9266666666666,460.0686693817202,-0.0454424916496983,339,457.3333333333333,0.963509000570172,6,16,3,0,6,6,3,421.338076923077,130.681923076923,1.5,-0.5,6.315394167233628,0,-0.025089984312122893
AC00438,166.06,Debit,Indianapolis,D000195,85.239.236.80,M020,ATM,30,Engineer,172,1,5397.68,0.0307650694372397,165.69125,8,165.69125,170.71193501146058,0.0021600715847737,478,431.25,1.002225524884386,8,16,4,0,8,8,7,363.5063636363636,-197.44636363636363,1.375,-0.375,5.118353029327761,0,-0.07224782942960012
AC00027,18.46,Debit,Charlotte,D000133,166.41.54.117,M032,Branch,68,Retired,213,1,6381.6,0.002892691488028,185.84666666666664,3,185.84666666666664,145.15396147998624,-1.1531663687301146,349,374.6666666666667,0.0993291961114897,3,16,0,0,3,3,7,388.025,-369.56500000000005,1.0,0.0,2.968361076757859,0,-0.03977067685655805
AC00455,372.5,Debit,Nashville,D000628,205.45.234.42,M073,ATM,22,Student,211,1,3901.82,0.0954682686541152,304.6228571428572,7,304.6228571428572,240.29788053679576,0.2824708345554845,384,481.0,1.2228235382393216,7,18,0,0,6,7,2,333.0779166666667,39.42208333333332,1.0,0.0,5.922918004572872,0,-0.0755434226021352
AC00363,643.38,Credit,Detroit,D000251,107.247.202.71,M044,Online,18,Student,105,1,1046.74,0.6146512027819707,391.9091666666666,12,391.9091666666666,379.4357138378068,0.6627495097649844,363,474.6666666666667,1.6416559109147315,12,17,0,0,12,12,2,291.1075,352.2725,1.0,0.0,6.468288614197958,0,-0.009001756865301469
AC00080,691.92,Debit,Boston,D000187,163.58.140.206,M010,Online,19,Student,61,1,1084.65,0.6379200663808601,373.06166666666667,6,373.06166666666667,377.4029664651123,0.8448750054083347,482,481.1666666666667,1.8547067732323077,6,16,0,0,6,6,6,320.08894736842103,371.8310526315789,1.0,0.0,6.54091455241074,0,-0.0819298187873812
AC00220,259.91,Debit,Denver,D000616,36.13.239.172,M028,Online,49,Doctor,170,1,7176.86,0.0362150021039842,425.175,6,425.175,488.14155400867065,-0.3385595810125693,363,428.0,0.6113012289057448,6,16,0,0,6,6,5,312.6157575757576,-52.70575757575756,1.0,0.0,5.564175520269783,0,-0.07692701647852779
AC00014,85.77,Debit,Las Vegas,D000268,59.132.247.252,M065,Branch,38,Doctor,93,1,9146.19,0.0093776752943028,348.25333333333333,9,348.25333333333333,265.04227511851764,-0.9903451561301304,450,462.6666666666667,0.2462862284160955,8,18,4,0,9,9,5,240.50181818181815,-154.7318181818182,1.0,0.0,4.463260939805398,0,-0.06706352977791274
AC00206,436.8,Debit,Seattle,D000619,19.228.76.177,M082,Online,27,Student,92,1,1256.33,0.3476793517626738,255.455,2,255.455,256.4605584685489,0.7071067811865475,489,455.5,1.7098901959249182,2,16,0,0,2,2,4,365.9761111111111,70.82388888888892,2.5,-1.5,6.081762185088762,0,-0.04290383681645882
AC00101,78.44,Credit,San Jose,D000476,35.246.53.10,M033,Online,52,Retired,292,1,6870.84,0.0114163624826076,99.96666666666664,3,99.96666666666664,58.85083205302483,-0.3657835567604388,348,485.3333333333333,0.7846615538512839,3,17,1,0,3,3,4,324.457037037037,-246.01703703703703,1.0,0.0,4.375002019736917,0,-0.035465093266775716
AC00125,56.94,Credit,Charlotte,D000542,69.82.61.135,M043,Online,76,Retired,74,1,7004.63,0.0081289090216042,167.61499999999998,6,167.61499999999998,170.34923924103683,-0.64969471242193,328,464.0,0.3397070667899651,6,16,0,0,6,6,2,223.7783333333333,-166.83833333333334,1.0,0.0,4.059407992341204,0,-0.05292675614610787
AC00492,81.11,Debit,Charlotte,D000402,51.250.46.149,M044,Online,48,Engineer,110,1,2051.37,0.0395394297469496,157.848,5,157.848,131.2370009562852,-0.5847283878847651,384,448.8,0.5138487659013734,5,18,0,0,5,5,4,291.1075,-209.9975,1.0,0.0,4.4080598117206975,0,-0.07974050227006169
AC00261,16.27,Debit,Atlanta,D000697,155.37.19.43,M038,ATM,57,Doctor,44,1,10971.32,0.0014829573834324,145.12875,8,145.12875,210.7566843839123,-0.6114100265748732,629,569.875,0.1121073529538427,8,17,0,0,8,8,9,336.8874193548387,-320.6174193548387,1.25,-0.25,2.848970892158587,0,-0.051057007674022215
AC00200,289.18,Debit,Baltimore,D000110,190.164.160.79,M067,ATM,65,Retired,64,1,3139.75,0.0921028744326777,221.06714285714287,7,221.06714285714287,227.2230870542785,0.2997620445434161,432,523.2857142857143,1.3081093656096725,7,16,1,0,7,7,7,346.5332,-57.353200000000015,1.7142857142857142,-0.7142857142857142,5.670501420087539,0,-0.058893324534525615
AC00233,38.14,Debit,Portland,D000016,160.212.125.105,M072,Branch,50,Engineer,165,1,9879.87,0.0038603746810433,135.78666666666666,6,135.78666666666666,174.64460125256284,-0.559116433982718,576,487.5,0.280881775333857,6,16,4,0,6,6,3,314.232,-276.092,1.0,0.0,3.66714496196793,0,-0.058646793990812685
AC00216,624.0,Debit,Houston,D000207,113.137.153.101,M097,Branch,26,Engineer,132,5,4976.18,0.1253973931811148,269.406,5,269.406,223.28949870067785,1.588046021256635,626,505.4,2.316206765996303,5,17,3,0,5,5,3,300.9611538461538,323.0388461538462,1.8,3.2,6.437751649736401,0,-0.005663244526395106
AC00013,33.46,Debit,Seattle,D000617,189.248.139.91,M003,ATM,72,Retired,111,1,3641.07,0.0091896063519789,203.91,8,203.91,150.54582235509372,-1.1322134173737357,622,432.875,0.1640920013731548,8,16,0,0,8,8,5,214.01692307692304,-180.55692307692303,1.0,0.0,3.539799231099784,0,-0.08219184486660103
AC00380,292.03,Credit,Memphis,D000659,167.104.180.235,M050,ATM,46,Engineer,154,1,951.33,0.3069702416616736,196.11166666666668,6,196.11166666666668,202.1430775877984,0.474507138596781,426,469.1666666666667,1.489100597448732,6,16,0,0,6,5,2,353.62791666666664,-61.59791666666666,1.0,0.0,5.680274992854161,0,-0.0741442728374691
AC00372,218.57,Credit,Memphis,D000095,110.64.1.201,M004,Branch,62,Doctor,102,1,13869.86,0.0157586305845913,680.61,3,680.61,407.139722454098,-1.134843825149219,384,527.3333333333334,0.3211383905614081,3,16,0,0,3,3,5,265.2683870967742,-46.69838709677418,1.0,0.0,5.391671088281245,0,-0.007568564956401569
AC00396,789.8,Debit,Jacksonville,D000271,63.82.133.139,M038,ATM,40,Doctor,94,1,13948.09,0.0566242403081712,410.8375,8,410.8375,467.713901371035,0.8102442516442782,482,499.875,1.922414579973834,8,16,0,0,8,8,5,336.8874193548387,452.91258064516126,1.125,-0.125,6.673045091296462,0,-0.05836070119168213
AC00373,124.22,Debit,Charlotte,D000523,130.29.230.16,M013,ATM,23,Student,172,1,9695.04,0.0128127372347097,222.35444444444445,9,222.35444444444445,217.3368003877341,-0.4515316516548059,534,506.8888888888889,0.5586575987287563,9,17,4,0,9,8,1,315.64696969696973,-191.4269696969697,1.0,0.0,4.830072190317164,0,-0.06256124293968363
AC00177,230.61,Debit,Raleigh,D000083,97.4.209.133,M076,Branch,80,Retired,204,1,2561.42,0.0900320915742049,328.1222222222222,9,328.1222222222222,231.34371548508605,-0.4215036575242887,426,440.44444444444446,0.7028173783481766,9,16,0,0,9,9,5,331.9038095238095,-101.2938095238095,1.0,0.0,5.4450549226596205,0,-0.08570325513009114
